record_id,first_name,surname,full_name,email,address,phone_number,date_of_birth,uk_nino,pan_number,uk_sort_code,uk_account_number,uk_iban,data_version,data_source,original_record_id,address_first_line,address_town_city,address_postcode,address_corruption_type,place_name_corruption,card_number_corruption,first_name_corruption,last_name_corruption,email_domain_corruption,phone_corruption,date_corruption,nino_corruption
593,Kate,Alexander,Kate Alexander,jo.stevens.mp@pixelworks.net,"Unit 6, Bridge St Industrial Estate, Iron Row, Tredegar NP22 4LA, UK",+44 7897497984,22/03/1984,AK 27 18 01 D,344939942744023,37-64-80,28545655,GB29ABCD37648028545655,clean,mplist_650,593,Unit 6,Tredegar,NP22 4LA,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
594,Chris,Allin-Khan,Chris Allin-Khan,tom.collins.mp@runbox.com,"Lawson Industrial Estate, Brewsdale Rd, Middlesbrough TS3 6LJ, UK",+44 7769516147,23 December 1986,CB 84 76 98 D,342345203425998,17-51-83,26103653,GB78ABCD17518326103653,clean,mplist_650,594,Lawson Industrial Estate,Middlesbrough,TS3 6LJ,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
595,John,West,John West,natasha.irons.mp@mail.com,"3-4 Thames St, Windsor SL4 1PL, UK",+44 7642124680,2002-05-21,CA 93 26 86 B,5430267713415451,87-51-11,54159503,GB72ABCD87511154159503,clean,mplist_650,595,3-4 Thames St,Windsor,SL4 1PL,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
596,Diane,Hinchliff,Diane Hinchliff,neil.coyle.mp@lawfield-associates.com,"117B Withington Rd, Manchester M16 8EE, UK",+44 7447191538,02-07-1998,BE 20 38 42 C,4164662840470737,63-02-70,23690533,GB44ABCD63027023690533,clean,mplist_650,596,117B Withington Rd,Manchester,M16 8EE,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
597,Kerry,Jarvis,Kerry Jarvis,torsten.bell.mp@designstudio-pro.co.uk,"130 Kensington High St, Kensington, London W8 7RL, UK",+44 7013836226,1987-01-09,CA 38 68 54 B,4510676541197359,38-56-99,28717561,GB39ABCD38569928717561,clean,mplist_650,597,130 Kensington High St,London,W8 7RL,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
598,Sam,Whitby,Sam Whitby,ben.obesejecty.mp@netpulse.org,"25 Merchants Quay, Newry BT35 6AH, UK",07916459349,12-08-1960,BA 00 52 58 C,5801540330948091,02-57-72,82672367,GB92ABCD02577282672367,clean,mplist_650,598,25 Merchants Quay,Newry,BT35 6AH,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
599,Pamela,Slaughter,Pamela Slaughter,naushabah.khan.mp@yahoo.co.uk,"Crown House, One Crown Square, Woking GU21 6HR, UK",07268407777,1987-12-18,AK 10 03 67 D,342295419229087,12-95-75,65953336,GB33ABCD12957565953336,clean,mplist_650,599,Crown House,Woking,GU21 6HR,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
600,Rachael,Ingham,Rachael Ingham,frank.mcnally.mp@live.com,"Church Rd, Lympstone, Exmouth EX8 5JT, UK",+44 7997176648,01-11-1991,CH 86 50 10 A,340891943141659,76-26-85,62924631,GB66ABCD76268562924631,clean,mplist_650,600,Church Rd,Exmouth,EX8 5JT,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
601,Kim,Morgan,Kim Morgan,max.wilkinson.mp@healthbridge-services.net,"next to Canford Group Practice, 9 Mitchell Rd, Canford Heath, Poole, Dorset BH17 8UE, United Kingdom",+44 7124519272,18/06/1988,BK 60 75 08 B,5264123561276591,45-67-35,99982581,GB20ABCD45673599982581,clean,mplist_650,601,next to Canford Group Practice,Dorset,BH17 8UE,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
602,Jonathan,Smith,Jonathan Smith,deirdre.costigan.mp@sky.com,"25-27 High St, Spennymoor DL16 6AA, UK",07764262214,10/03/2007,CL 82 03 50 D,5804733630876588,72-24-13,74290533,GB10ABCD72241374290533,clean,mplist_650,602,25-27 High St,Spennymoor,DL16 6AA,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
603,Chris,Eastwood,Chris Eastwood,chris.law.mp@amber-financial.co.uk,"Heath Retail Park, Gloucester Cres, Honiton EX14 1DB, UK",07234110663,26 September 1966,BE 25 98 47 D,5142368309482922,98-34-59,27289868,GB18ABCD98345927289868,clean,mplist_650,603,Heath Retail Park,Honiton,EX14 1DB,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
604,David,Juss,David Juss,james.asser.mp@icloud.com,"134 Duke St, Liverpool L1 5AG, UK",+44 7863502277,1947-12-25,CR 95 05 87 A,342173594858145,06-45-25,61887246,GB52ABCD06452561887246,clean,mplist_650,604,134 Duke St,Liverpool,L1 5AG,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
605,Torsten,Fox,Torsten Fox,preet.gill.mp@codestream.co.uk,"Station Rd, Murthly, Perth PH1 4EL, UK",07036122473,20-07-1995,AT 43 74 09 C,341983394186290,36-30-17,3628720,GB11ABCD36301703628720,clean,mplist_650,605,Station Rd,Perth,PH1 4EL,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
606,Jim,Perteghella,Jim Perteghella,kirith.entwistle.mp@mindbridge-learning.com,"63 Willis Way Unit 1a, Wessex Gate Retail Park, Poole BH15 3TF, United Kingdom",07305656071,1951-11-05,AE 32 61 31 C,346877451201158,37-09-75,95691509,GB10ABCD37097595691509,clean,mplist_650,606,63 Willis Way Unit 1a,Poole,BH15 3TF,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
607,David,Taylor,David Taylor,mark.sewards.mp@catalyst-innovations.com,"F3A Lowry Outlet Shopping Centre, The Quays, Salford, Quays M50 3AH, United Kingdom",07637817496,12 December 1967,AM 85 14 82 D,4723943028659261,44-19-29,31013006,GB59ABCD44192931013006,clean,mplist_650,607,F3A Lowry Outlet Shopping Centre,Quays,M50 3AH,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
608,Caroline,Nokes,Caroline Nokes,ellie.reeves.mp@medpoint-care.com,"37 Castle St, Carlisle CA3 8SY, UK",+44 7620993515,31-08-1957,AY 15 51 63 D,341144181524239,19-47-62,16037956,GB24ABCD19476216037956,clean,mplist_650,608,37 Castle St,Carlisle,CA3 8SY,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
609,Claire,Barker,Claire Barker,fleur.anderson.mp@webdynamo.com,"A1 Great N Rd, Peterborough PE8 6HA, UK",07574933802,1954-09-15,AB 31 33 43 A,343273795205128,15-98-32,57294037,GB52ABCD15983257294037,clean,mplist_650,609,A1 Great N Rd,Peterborough,PE8 6HA,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
610,Simon,Hughes,Simon Hughes,rosena.allinkhan.mp@visualcraft.com,"Catterline, Stonehaven AB39 2UL, UK",+44 7866763766,1981-11-01,BA 75 87 33 D,4537552196807533,36-43-08,1320644,GB55ABCD36430801320644,clean,mplist_650,610,Catterline,Stonehaven,AB39 2UL,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
611,Louie,Freeman,Louie Freeman,tom.gordon.mp@talktalk.net,"Harbour, Old Pier, Stonehaven AB39 2JU, UK",07662228035,23-03-2002,BM 40 27 37 C,5628113998439178,57-94-20,39949061,GB71ABCD57942039949061,clean,mplist_650,611,Harbour,Stonehaven,AB39 2JU,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
612,Matt,Billington,Matt Billington,andrew.mitchell.mp@industrial-solutions.net,"85 London Rd, Slough SL3 7RS, UK",+44 7664908051,14 March 1963,BH 40 10 80 C,5077093899541962,94-58-13,88832514,GB86ABCD94581388832514,clean,mplist_650,612,85 London Rd,Slough,SL3 7RS,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
613,Mark,Perteghella,Mark Perteghella,katrina.murray.mp@northbridge-advisory.org,"The Priory Heatlh Park, Wells BA5 1XJ, United Kingdom",07665195734,2000-08-04,AE 14 53 79 D,4560513941993215,65-58-45,55258587,GB39ABCD65584555258587,clean,mplist_650,613,The Priory Heatlh Park,Wells,BA5 1XJ,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
614,Tim,Bhatti,Tim Bhatti,john.glen.mp@sky.com,"9 Palmeira Ave, Southend-on-Sea, Westcliff-on-Sea SS0 7RR, UK",+44 7188845672,1996-07-07,CA 07 46 89 A,349355029313918,18-19-03,81697974,GB17ABCD18190381697974,clean,mplist_650,614,9 Palmeira Ave,Westcliff-on-Sea,SS0 7RR,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
615,Ann,Morrison,Ann Morrison,andrew.lewin.mp@learningcrest.edu,"25 Milton Link, Edinburgh EH15 3QH, UK",07297016046,09/06/2000,AL 06 46 73 C,347484850480850,27-75-08,16185216,GB83ABCD27750816185216,clean,mplist_650,615,25 Milton Link,Edinburgh,EH15 3QH,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
616,Gideon,Law,Gideon Law,stephen.doughty.mp@vitacare-group.co.uk,"Oxford Rd, Stone, Aylesbury HP17 8NR, UK",07649660978,31/07/1977,AM 23 41 52 B,5454837398440025,10-87-14,36313117,GB78ABCD10871436313117,clean,mplist_650,616,Oxford Rd,Aylesbury,HP17 8NR,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
617,Mary,Morrissey,Mary Morrissey,ian.lavery.mp@talktalk.net,"175 Upper St, Islington, London N1 1RG, UK",+44 7621429780,17-04-1955,CR 15 29 19 C,5394005557921601,16-90-42,14433951,GB33ABCD16904214433951,clean,mplist_650,617,175 Upper St,London,N1 1RG,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
618,Kevin,Welsh,Kevin Welsh,martin.rhodes.mp@btinternet.com,"The Cliffs, Cheddar BS27 3QE, UK",07004702764,30 March 2004,BM 44 44 30 B,346162527324654,12-56-87,91682548,GB88ABCD12568791682548,clean,mplist_650,618,The Cliffs,Cheddar,BS27 3QE,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
619,Iain,Rigby,Iain Rigby,abtisam.mohamed.mp@southpoint-partners.co.uk,"34-36 High St, Rushden NN10 0PW, UK",+44 7515943672,2003-04-07,AZ 62 06 74 B,4738988936099097,76-36-79,93652267,GB18ABCD76367993652267,clean,mplist_650,619,34-36 High St,Rushden,NN10 0PW,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
620,Sarah,Arthur,Sarah Arthur,tim.farron.mp@lawfield-associates.com,"The Old Dairy, Elton, Peterborough PE8 6SH, United Kingdom",+44 7354724870,09 November 1951,BM 93 66 90 D,5258407671559268,06-80-76,96072572,GB45ABCD06807696072572,clean,mplist_650,620,The Old Dairy,Peterborough,PE8 6SH,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
621,Mary,Reed,Mary Reed,edward.argar.mp@yandex.com,"Princes Mall, Edinburgh EH1 1BQ, UK",07420992518,1946-08-29,CH 55 56 18 C,5301012426389277,11-16-28,71935196,GB78ABCD11162871935196,clean,mplist_650,621,Princes Mall,Edinburgh,EH1 1BQ,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
622,Johanna,Naish,Johanna Naish,kevin.hollinrake.mp@outlook.com,"172 Burton Rd, Manchester M20 1LH, UK",+44 7043640160,24/03/1982,AS 05 10 61 B,4815147385800051,24-53-52,73674178,GB86ABCD24535273674178,clean,mplist_650,622,172 Burton Rd,Manchester,M20 1LH,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
623,Anneliese,Turley,Anneliese Turley,pippa.heylings.mp@zenith-partners.co.uk,"108 Dunraven St, Tonypandy CF40 1AS, UK",+44 7596144540,1976-08-29,AY 36 97 31 B,4175183890841643,68-39-42,48295048,GB63ABCD68394248295048,clean,mplist_650,623,108 Dunraven St,Tonypandy,CF40 1AS,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
624,Dan,Swayne,Dan Swayne,martin.wrigley.mp@netpulse.org,"631 Livesey Branch Rd, Blackburn BB2 5DQ, UK",07857238109,1991-07-01,CH 02 84 28 C,348115643844372,85-04-38,56023974,GB78ABCD85043856023974,clean,mplist_650,624,631 Livesey Branch Rd,Blackburn,BB2 5DQ,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
625,Alison,Thomas,Alison Thomas,bell.ribeiroaddy.mp@production-solutions.com,"The Cliffs, Cheddar BS27 3QA, UK",07062300279,28 June 1985,CH 61 11 04 B,5962211133990776,14-71-04,6303253,GB53ABCD14710406303253,clean,mplist_650,625,The Cliffs,Cheddar,BS27 3QA,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
626,Jodie,Blackman,Jodie Blackman,robin.swann.mp@sapphire-financial.co.uk,"Unit 21 Thamesgate Shopping Centre, Gravesend DA11 0AU, United Kingdom",07974663526,2001-09-04,CL 99 21 12 D,4784496661170398,72-62-42,76319203,GB89ABCD72624276319203,clean,mplist_650,626,Unit 21 Thamesgate Shopping Centre,Gravesend,DA11 0AU,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
627,Helena,McIntyre,Helena McIntyre,chris.mcdonald.mp@lineone.net,"Hampden House, Aylesbury HP20 1RF, UK",+44 7395526120,31-01-1953,AR 29 14 90 B,5095604247831310,44-37-13,97379780,GB33ABCD44371397379780,clean,mplist_650,627,Hampden House,Aylesbury,HP20 1RF,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
628,John,Doughty,John Doughty,harriet.cross.mp@posteo.de,"Llandyrnog, Denbigh LL16 4HG, UK",07870142888,18/10/1977,AE 05 77 70 B,4258971865355203,90-24-95,64360898,GB44ABCD90249564360898,clean,mplist_650,628,Llandyrnog,Denbigh,LL16 4HG,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
629,Harriet,Maguire,Harriet Maguire,bernard.jenkin.mp@startmail.com,"1 S Methven St, Perth PH1 5PE, UK",+44 7098627487,1987-11-15,AH 24 07 52 C,5213888511091345,25-73-75,35731187,GB40ABCD25737535731187,clean,mplist_650,629,1 S Methven St,Perth,PH1 5PE,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
630,Rupert,Zeichner,Rupert Zeichner,luke.taylor.mp@zoho.com,"Deeter House, Valley Rd, Hughenden Valley, High Wycombe HP14 4LW, United Kingdom",07626040490,25-03-1987,AR 33 75 83 D,4999916619872274,99-77-32,981978,GB72ABCD99773200981978,clean,mplist_650,630,Deeter House,High Wycombe,HP14 4LW,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
631,Will,O'Brien,Will O'Brien,david.lammy.mp@skillsacademy.co.uk,"428 St John St, The Angel, London EC1V 4NJ, UK",07697272653,13/10/1989,AW 10 65 47 C,4012646395221662,64-43-28,25713818,GB59ABCD64432825713818,clean,mplist_650,631,428 St John St,London,EC1V 4NJ,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
632,Andrew,Hughes,Andrew Hughes,nadia.whittome.mp@plusnet.com,"Paddlesworth Lane, Paddlesworth, Folkestone CT18 8AD, UK",+44 7228043155,13 December 1988,AW 59 09 30 B,5565319933323699,19-62-90,93617831,GB74ABCD19629093617831,clean,mplist_650,632,Paddlesworth Lane,Folkestone,CT18 8AD,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
633,Kate,Wrigley,Kate Wrigley,emily.darlington.mp@talktalk.net,"2-20 Western Rd, Park Royal, London NW10 7LW, UK",07666175122,2007-08-06,CE 49 52 62 D,5794500000142351,44-09-84,16943002,GB79ABCD44098416943002,clean,mplist_650,633,2-20 Western Rd,London,NW10 7LW,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
634,Pam,Williamson,Pam Williamson,danny.beales.mp@industrial-solutions.net,"1597 -1599 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 2SG, UK",+44 7271770748,22 November 1989,CL 51 89 94 B,344973188513963,71-71-92,43389264,GB18ABCD71719243389264,clean,mplist_650,634,1597 -1599 London Rd,Leigh-on-Sea,SS9 2SG,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
635,Sarah,Morton,Sarah Morton,carmichaela@ashford-group.co.uk,"Kelbrook Rd, Barnoldswick BB18 5BX, UK",07043799212,26-08-1953,BT 35 27 58 B,4546275972911580,51-02-23,62100649,GB97ABCD51022362100649,clean,mplist_650,635,Kelbrook Rd,Barnoldswick,BB18 5BX,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
636,Rupa,Glindon,Rupa Glindon,fleur.anderson.mp@merchant-services.com,"40/42 Scotch St, Carlisle CA3 8PU, UK",+44 7485069376,18/10/1948,AS 80 99 46 B,5934882645344265,34-63-64,25088438,GB67ABCD34636425088438,clean,mplist_650,636,40/42 Scotch St,Carlisle,CA3 8PU,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
637,Stephen,Jones,Stephen Jones,lewis.atkinson.mp@creativeedge.com,"Pant Industrial Estate, Pontsarn Road, Merthyr Tydfil CF48 2TN, UK",+44 7583718839,04 June 1966,AH 63 09 98 A,4817896227807654,22-30-84,7099755,GB61ABCD22308407099755,clean,mplist_650,637,Pant Industrial Estate,Merthyr Tydfil,CF48 2TN,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
638,Lauren,Kaur,Lauren Kaur,sarah.bool.mp@creativeedge.com,"Bicester Rd, Aylesbury HP19 9AN, UK",07087945161,12/08/1953,AT 47 04 26 A,340164424789354,07-84-24,36769010,GB73ABCD07842436769010,clean,mplist_650,638,Bicester Rd,Aylesbury,HP19 9AN,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
639,Alex,Ali,Alex Ali,lloyd.hatton.mp@mail.com,"127 High St, Barton-upon-Humber DN18 5PU, UK",+44 7990628693,09-09-1961,AE 93 69 53 D,344558598088440,22-27-00,85494555,GB55ABCD22270085494555,clean,mplist_650,639,127 High St,Barton-upon-Humber,DN18 5PU,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
640,Matt,Robertson,Matt Robertson,shockat.adam.mp@gmx.com,"99 Arkwright Rd, Irchester, Wellingborough NN29 7EE, UK",07214443878,28 February 1972,AX 43 55 35 C,4732790570912749,53-90-49,74915000,GB53ABCD53904974915000,clean,mplist_650,640,99 Arkwright Rd,Wellingborough,NN29 7EE,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
641,Charlie,Whitby,Charlie Whitby,ben.goldsborough.mp@codestream.co.uk,"Crockerton Shopping Centre, Warminster BA12 8AP, UK",+44 7898218669,17 December 1970,BH 93 20 83 C,4992481543600719,16-85-30,43787600,GB51ABCD16853043787600,clean,mplist_650,641,Crockerton Shopping Centre,Warminster,BA12 8AP,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
642,Tom,Quigley,Tom Quigley,charlotte.nichols.mp@yahoo.com,"137-138 High St, Stockton-on-Tees TS18 1LP, UK",07787546537,05-09-1985,BA 11 37 31 A,346981070442171,44-40-70,82175820,GB54ABCD44407082175820,clean,mplist_650,642,137-138 High St,Stockton-on-Tees,TS18 1LP,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
643,Anna,Heylings,Anna Heylings,tom.rutland.mp@hotmail.com,"337 Acton Mews, Haggerston, London E8 4EA, UK",+44 7421862119,18 December 2005,AW 58 94 15 D,342496931315431,98-50-52,84048509,GB86ABCD98505284048509,clean,mplist_650,643,337 Acton Mews,London,E8 4EA,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
644,James,Norman,James Norman,james.asser.mp@ashford-group.co.uk,"A, 46 Mill St, Newry BT34 1AG, UK",07889777606,12/04/1990,AE 85 27 15 A,5502442726351210,15-51-98,53507961,GB35ABCD15519853507961,clean,mplist_650,644,A,Newry,BT34 1AG,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
645,Abtisam,Qureshi,Abtisam Qureshi,allison.gardner.mp@blueyonder.co.uk,"Dolphin Centre Unit 2, Poole BH15 1SP, United Kingdom",07222853146,12 June 2002,AW 56 29 07 B,340792611223713,17-01-42,85737778,GB50ABCD17014285737778,clean,mplist_650,645,Dolphin Centre Unit 2,Poole,BH15 1SP,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
646,Vikki,Lamb,Vikki Lamb,nigel.farage.mp@horizon-dynamics.com,"15 Fairlands Way, Cheddar BS27 3NN, UK",07941405776,10 August 1987,AM 79 85 22 A,341186680241545,20-43-90,33603858,GB98ABCD20439033603858,clean,mplist_650,646,15 Fairlands Way,Cheddar,BS27 3NN,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
647,Rosena,Kane,Rosena Kane,chris.hazzard.mp@techforge-industries.com,"Aberdare CF44 6DA, UK",07527913982,30/09/1964,BE 71 53 43 B,5820725314600762,37-85-47,13167461,GB93ABCD37854713167461,clean,mplist_650,647,Aberdare CF44 6DA,Aberdare,CF44 6DA,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
648,Harriet,Reynolds,Harriet Reynolds,jim.mcmahon.mp@live.com,"16 Hawksbury Dr, Penwortham, Preston PR1 9EJ, UK",07681318406,1992-09-07,BT 84 44 70 B,5125865952321756,02-25-59,34208575,GB72ABCD02255934208575,clean,mplist_650,648,16 Hawksbury Dr,Preston,PR1 9EJ,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
649,Esther,Griffith,Esther Griffith,frank.mcnally.mp@catalyst-innovations.com,"10 Waller Rd, Devizes SN10 2EQ, UK",+44 7545705338,30 June 1960,AZ 92 57 02 A,340612330908424,00-08-69,41706254,GB90ABCD00086941706254,clean,mplist_650,649,10 Waller Rd,Devizes,SN10 2EQ,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
650,Anna,Wrighting,Anna Wrighting,sojan.joseph.mp@hushmail.com,"1 Honeyfield Rd, Rassau, Ebbw Vale NP23 5TA, UK",07110090100,22-12-1975,CH 65 06 62 D,4016916105182958,52-16-50,75295793,GB18ABCD52165075295793,clean,mplist_650,650,1 Honeyfield Rd,Ebbw Vale,NP23 5TA,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change,no_change
651,Tristan,McDonnell,CTristan McDonnell,james . murray . mp@pearl-investments  com,"1 Overcliffe Gravesend DA11 0EF UK, England",+44-773-2733872,23/03/1989,AY 90 96 31 B,3424O2332403418,63:87:24,36295452,GB67ABCD63872436295452,dirty,mplist_650,1,1 Overcliffe Gravesend DA11 0EF UK,1 Overcliffe Gravesend,DA11 0EF,add_england,no_change,alpha_in_pan,no_change,no_change,missing_dot,hyphenated_phone,dash_to_slash_date,no_change
652,Ricard,Geth1ns,Richard Gethins,jess.brownfuller.mp@mindbridge-learningcom," Leigh Road, Eastleigh, Hampshire SO50 9FH, United Kingdom ",+44.7934367729,19470601,CL  16 38  67 C,4615371572904481,01 76 80,30485791,GB89ABCD01768030485791,dirty,mplist_650,2,Leigh Road,Hampshire,SO50 9FH,extra_spaces,no_change,missing_leading_zero,misspelled_name,no_change,missing_dot,duplicate_country_code,slash_to_dash_date,no_change
653,Iann, Trickett ,Ian Trickett,sally . jameson . mp@tradeworks . org,"85 LONDON RD, SOUTHEND-ON-SEA SS1 1PA, UK",07469376356,18-05-1962,CK 83 84 00 C,347712482220807,61-07-60,17316295,GB64ABCD61076017316295,dirty,mplist_650,3,85 LONDON RD,SOUTHEND-ON-SEA,SS1 1PA,uppercase,no_change,missing_leading_zero,doubled_consonant,no_change,missing_m_domain,one_to_I_phone,no_change,no_change
654,H@rriett,Hurley,Harriett Hurley  ,liz.kendall.mp@datafusion.net,"207-211 Commercial Rd, Portsmouth PO1 4BJ, UK",+44733516143399,1955,BE 66 72 89 C,*5306983163606,41:19:62,8264604,gb78abcd41196208264604,dirty,mplist_650,4,207-211 Commercial Rd,Portsmouth,PO1 4BJ,no_change,no_change,truncated_pan,swapped_last_two,no_change,wrong_tld,extra_digits_phone,two_digit_year,no_change
655,M@ry,P1tcher,ary Pitcher,graham.leadbitter.mp@medcare-solutionscom,"Dee Ln, Llangollen LL20 8PN, UK",+4470475989361,05.10.1991,BH462322D,426347 2329272575,12-96-63,16789360,GB5OABCD1296631678936O,dirty,mplist_650,5,Dee Ln,Llangollen,LL20 8PN,street_abbreviation,no_change,partial_space_pan,no_change,no_change,missing_dot,extra_digit_phone,slash_to_dot_date,no_change
656,Dan,Smith,an Smith,rushanara.ali.mp@wellness-partners.co.uk,"50 High St, Southend-On-Sea Ss1 1Jg, Uk",078511252,23 November 1985,BM041173D,525157587888I927,65-52-33,31985912,GB19ABCD65523331985912,dirty,mplist_650,6,50 High St,Southend-On-Sea,SS1 1JG,number_change,no_change,alpha_in_pan,no_change,no_change,missing_o_domain,truncated_phone_2,missing_leading_zero_date,no_change
657,Lee,ami,Lee Tam1,chris.hinchliff.mp@riverside-partnersorg,"31 Street Cuthbert St ,  Wells BA5 2AW ,  UK",44731670061S,16/11/1947,AP 90 I4 07 A,*34569 2843674599,60.24.84,76185196,GB13ABCD60248476185196,dirty,mplist_650,7,31 Street Cuthbert St,Wells,BA5 2AW,spaced_commas,no_change,partial_space_pan,doubled_consonant,no_change,missing_dot,five_to_S_phone,dash_to_slash_date,no_change
658,Dan,Franklin  ,Dan Frankli,stevedarlingmp@livecom,23 Halifax Rd Brierfield Nelson BB9 5BG UK,+4407412885326,02.02.1952,AT 01 38 56 C,59553860l0799250,98:23:91,89351970,GB43ABCD98239189351970,dirty,mplist_650,8,23 Halifax Rd Brierfield Nelson BB9 5BG UK,23 Halifax Rd Brierfield Nelson,BB9 5BG,no_change,no_change,alpha_in_pan,no_change,no_change,missing_m_domain,duplicate_country_code,dash_to_dot_date,no_change
659,Kevan,Carden,Kevin CardenX,fabian.hamilton.mp@@sterling-solutions.net," 257 farnham rd, slough sl2 1ha, uk ",+4472592034751,1961/07/18,aa 05 88 54 d,52237I7395549868,07-32-56,91 72 60 83,GB83ABCD07325691726083,dirty,mplist_650,9,257 farnham rd,slough,SL2 1HA,extra_spaces,no_change,ocr_error_pan,misspelled_name,no_change,no_change,extra_digit_phone,reversed_date_format,no_change
660,Davydc,ANDERSON,David Anders0n, patrick.hurley.mp@yandex.com ,"2 Pant Rd, Dowlais, Merthyr Tydfil CF48 3SH, United Kingdom",+44.7673751446,27 . 11 . 1983,AR 21 09 35 B,51532489466569,39-93-18,120878,GB25ABCD39931800120878,dirty,mplist_650,10,2 Pant Rd,Merthyr Tydfil,CF48 3SH,expand_uk,no_change,truncated_pan,i_to_y,no_change,no_change,no_change,dash_to_dot_date,no_change
661,ELLIE,Dixon,ellie dixon,matthew.patrick.mp@pixelcraftnet,"Shripney Rd, Bognor Regis PO22 9TR, UK",+4417658719889,09 June 1994,CL 23 00 56 C,498679O84O9O6I86,45:77:99,43501923,GB13ABCD45779943501923,dirty,mplist_650,11,Shripney Rd,Bognor Regis,PO22 9TR,no_change,no_change,ocr_error_pan,ck_to_k,no_change,missing_dot,wrong_country_code,dash_to_slash_date,no_change
662,Calum,  Shanker,Calum Shanker,ellie.chowns.mp@cyberflow.uk,"Luker Rd, Southend-on-Sea SS1 1LH, UK",+4478771659341,17 September 1960,AX  55 39  33 B,342731 746197408,70-04-22,86121505,GB16ABCD70042286121505,dirty,mplist_650,12,Luker Rd,Southend-on-Sea,SS1 1LH,I_to_1,no_change,partial_space_pan,y_to_i,no_change,extra_m_domain,extra_digit_phone,reversed_date_format,no_change
